id,year,pctile,quintile
1242.6,2,31,2
1242.6,3,41,3
1242.6,5,30,2
1242.6,7,43,3
1242.6,9,55,3
1242.6,11,52,3
1242.6,13,72,4
1242.6,15,77,4
1242.6,17,77,4
1242.178,0,63,4
1242.178,1,62,4
1242.178,2,67,4
1242.178,3,65,4
1242.178,4,82,5
1242.178,5,71,4
1242.178,6,64,4
1242.178,7,53,3
1242.178,8,50,3
1242.178,9,59,3
1242.178,10,61,4
1242.178,11,67,4
1242.178,13,52,3
1242.178,14,56,3
1242.178,15,3,1
1249.177,0,71,4
1249.177,1,83,5
1249.177,2,96,5
1249.177,3,62,4
1249.177,4,45,3
1249.177,5,57,3
1249.177,6,77,4
1249.177,7,28,2
1249.177,8,50,3
1249.177,9,17,1
1249.177,11,72,4
1249.177,13,69,4
1249.177,15,31,2
1249.177,17,54,3
1249.177,19,39,2
1249.177,21,59,3
1249.177,23,54,3
1254.1,0,58,3
1254.1,1,66,4
1254.1,2,62,4
1254.1,3,64,4
1254.1,4,77,4
1254.1,5,84,5
1254.1,6,91,5
1254.1,7,91,5
1254.1,8,94,5
1254.1,9,87,5
1254.1,10,80,4
1254.1,11,74,4
1254.1,12,73,4
1254.1,13,81,5
1254.1,14,69,4
1254.1,15,72,4
1254.1,16,71,4
1254.1,17,68,4
1254.1,18,65,4
1254.1,19,71,4
1254.1,20,94,5
1254.1,21,64,4
1254.1,22,61,4
1254.1,23,61,4
1254.1,24,60,4
1254.1,25,50,3
1254.1,26,54,3
1254.1,27,27,2
1254.1,28,65,4
1254.1,29,57,3
1254.1,30,36,2
1254.1,31,21,2
1254.3,0,58,3
1254.3,1,60,3
1254.3,2,81,5
1254.3,3,87,5
1254.3,4,84,5
1254.3,5,82,5
1254.3,6,82,5
1254.3,7,85,5
1254.3,8,85,5
1254.3,9,61,4
1254.3,10,63,4
1254.3,11,58,3
1254.3,12,70,4
1254.3,13,64,4
1254.3,14,62,4
1254.3,15,62,4
1254.3,16,59,3
1254.3,17,60,4
1254.3,18,56,3
1254.3,19,77,4
1254.3,20,76,4
1254.3,21,80,4
1254.3,22,74,4
1254.3,24,64,4
1254.3,26,62,4
1254.3,28,85,5
1254.3,30,62,4
1254.3,32,62,4
1254.3,34,45,3
1254.3,36,54,3
1255.1,0,37,2
1255.1,1,20,2
1255.1,2,62,4
1255.1,3,67,4
1255.1,4,72,4
1255.1,5,41,3
1255.1,6,60,3
1255.1,7,61,4
1255.1,8,64,4
1255.1,9,62,4
1255.1,10,66,4
1255.1,11,72,4
1255.1,12,73,4
1255.1,13,75,4
1255.1,14,73,4
1255.1,15,64,4
1255.1,16,70,4
1255.1,17,66,4
1255.1,18,68,4
1255.1,19,86,5
1255.1,20,88,5
1255.1,21,86,5
1255.1,22,95,5
1255.1,23,93,5
1255.1,24,95,5
1255.1,25,94,5
1255.1,26,96,5
1255.1,27,95,5
1255.1,28,96,5
1255.1,29,95,5
1255.1,30,96,5
1255.1,31,96,5
1255.1,33,96,5
1255.1,35,92,5
1255.1,37,93,5
1255.1,39,94,5
1255.1,41,94,5
1255.1,43,96,5
1255.1,45,95,5
1255.2,0,75,4
1255.2,1,35,2
1255.2,2,49,3
1255.2,3,50,3
1255.2,4,56,3
1255.2,5,55,3
1255.2,6,55,3
1255.2,7,58,3
1255.2,8,68,4
1255.2,9,65,4
1255.2,10,70,4
1255.2,11,68,4
1255.2,12,69,4
1255.2,13,57,3
1255.2,14,72,4
1255.2,15,70,4
1255.2,16,49,3
1255.2,17,68,4
1255.2,18,46,3
1255.2,19,75,4
1255.2,21,47,3
1255.2,23,75,4
1255.2,25,51,3
1255.2,27,52,3
1255.2,29,32,2
1255.2,31,27,2
1255.2,33,24,2
1256.2,0,62,4
1256.2,1,58,3
1256.2,2,44,3
1256.2,3,37,2
1256.2,4,35,2
1256.2,5,34,2
1256.2,6,33,2
1256.2,7,34,2
1256.2,8,61,4
1256.2,9,68,4
1256.2,10,50,3
1256.2,11,32,2
1256.2,12,33,2
1256.2,13,34,2
1256.2,14,72,4
1256.2,15,28,2
1256.2,16,98,5
1256.2,17,23,2
1256.2,18,26,2
1256.2,19,25,2
1256.2,21,26,2
1256.2,23,26,2
1256.2,25,28,2
1256.2,27,29,2
1256.3,0,63,4
1256.3,1,33,2
1256.3,2,23,2
1256.3,3,49,3
1256.3,4,38,2
1256.3,5,43,3
1256.3,12,35,2
1256.3,13,19,1
1256.3,14,23,2
1256.3,15,25,2
1256.3,16,15,1
1256.3,19,37,2
1256.3,20,47,3
1256.3,21,50,3
1256.3,22,63,4
1256.3,24,30,2
1256.3,26,67,4
1256.3,28,64,4
1256.3,30,68,4
1256.3,32,58,3
1256.3,34,57,3
1256.3,36,56,3
1256.174,0,41,3
1256.174,1,48,3
1256.174,2,21,2
1256.174,3,33,2
1256.174,5,50,3
1256.174,7,74,4
1256.174,9,74,4
1256.174,11,93,5
1256.174,13,75,4
1256.174,15,74,4
1256.174,17,70,4
1257.1,0,97,5
1257.1,1,96,5
1257.1,2,96,5
1257.1,3,94,5
1257.1,4,83,5
1257.1,5,62,4
1257.1,6,61,4
1257.1,7,69,4
1257.1,8,71,4
1257.1,9,77,4
1257.1,10,78,4
1257.1,11,66,4
1257.1,12,58,3
1257.1,13,67,4
1257.1,14,70,4
1257.1,15,52,3
1257.1,16,71,4
1257.1,17,56,3
1257.1,18,47,3
1257.1,19,42,3
1257.1,20,44,3
1257.1,21,44,3
1257.1,22,46,3
1257.1,23,51,3
1257.1,24,49,3
1257.1,25,50,3
1257.1,26,51,3
1257.1,27,51,3
1257.1,28,61,4
1257.1,29,62,4
1257.1,30,45,3
1257.1,31,51,3
1257.1,32,34,2
1257.1,33,39,2
1257.1,34,38,2
1257.1,35,41,3
1257.1,37,47,3
1258.1,0,84,5
1258.1,1,86,5
1258.1,2,89,5
1258.1,3,90,5
1258.1,4,86,5
1258.1,5,86,5
1258.1,6,85,5
1258.1,7,85,5
1258.1,8,86,5
1258.1,9,84,5
1258.1,10,88,5
1258.1,11,88,5
1258.1,12,88,5
1258.1,13,96,5
1258.1,14,89,5
1258.1,15,82,5
1258.1,16,86,5
1258.1,17,85,5
1258.1,18,83,5
1258.1,19,97,5
1258.1,20,93,5
1258.1,21,86,5
1258.1,22,89,5
1258.1,23,89,5
1258.1,24,81,5
1258.1,25,73,4
1258.1,26,70,4
1258.1,27,67,4
1258.1,28,54,3
1258.1,29,50,3
1258.1,30,58,3
1258.1,31,55,3
1258.1,32,48,3
1258.1,33,44,3
1258.1,34,38,2
1258.1,35,50,3
1258.1,37,45,3
1258.1,39,47,3
1258.1,41,53,3
1258.4,0,18,1
1258.4,1,43,3
1258.4,2,56,3
1258.4,3,47,3
1258.4,4,63,4
1258.4,5,47,3
1258.4,6,55,3
1258.4,7,67,4
1258.4,8,61,4
1258.4,9,62,4
1258.4,10,64,4
1258.4,12,65,4
1258.4,14,77,4
1258.4,16,84,5
1258.4,18,65,4
1258.4,20,71,4
1258.4,22,72,4
1258.4,24,84,5
1258.5,0,28,2
1258.5,1,37,2
1258.5,2,43,3
1258.5,3,32,2
1258.5,4,49,3
1258.5,5,50,3
1258.5,6,49,3
1258.5,7,36,2
1258.5,8,45,3
1258.5,9,37,2
1258.5,10,38,2
1258.5,11,45,3
1258.5,12,41,3
1258.5,13,47,3
1258.5,14,41,3
1258.5,15,45,3
1258.5,16,42,3
1258.5,18,34,2
1258.5,20,36,2
1258.5,22,61,4
1258.5,24,69,4
1258.5,26,63,4
1258.5,28,84,5
1258.5,30,75,4
1258.175,0,57,3
1258.175,1,50,3
1258.175,2,57,3
1258.175,4,53,3
1258.175,6,62,4
1258.175,8,55,3
1258.175,10,67,4
1258.175,12,63,4
1258.175,14,74,4
1258.175,16,81,5
1259.1,0,77,4
1259.1,1,79,4
1259.1,2,83,5
1259.1,3,78,4
1259.1,4,67,4
1259.1,5,47,3
1259.1,6,58,3
1259.1,7,59,3
1259.1,8,82,5
1259.1,9,55,3
1259.1,10,55,3
1259.1,11,59,3
1259.1,12,63,4
1260.1,0,53,3
1260.1,1,69,4
1260.1,2,56,3
1260.1,3,48,3
1260.1,4,68,4
1260.1,5,78,4
1260.1,6,88,5
1260.1,7,63,4
1260.1,8,72,4
1260.1,9,63,4
1260.1,10,77,4
1260.1,11,82,5
1260.1,12,51,3
1260.2,0,51,3
1260.2,1,54,3
1260.2,2,52,3
1260.2,3,54,3
1260.2,4,43,3
1260.2,5,29,2
1260.2,6,37,2
1260.2,7,43,3
1260.2,8,35,2
1260.2,9,27,2
1260.2,10,27,2
1260.2,11,20,2
1260.2,12,21,2
1260.2,13,19,1
1260.2,14,20,1
1260.2,15,17,1
1260.2,16,18,1
1260.2,17,15,1
1260.2,19,21,2
1260.2,20,14,1
1260.2,21,16,1
1260.2,23,16,1
1260.2,25,15,1
1260.2,27,26,2
1260.2,29,21,2
1260.2,31,25,2
1260.2,33,8,1
1260.2,35,9,1
1260.3,0,46,3
1260.3,1,39,2
1260.3,2,42,3
1260.3,3,49,3
1260.3,4,55,3
1260.3,5,60,3
1260.3,6,56,3
1260.3,7,58,3
1260.3,8,61,4
1260.3,9,52,3
1260.3,10,59,3
1260.3,11,57,3
1260.3,12,47,3
1260.3,13,35,2
1260.3,14,33,2
1260.3,15,46,3
1260.3,16,44,3
1260.3,17,33,2
1260.3,18,40,3
1260.3,19,37,2
1260.3,20,51,3
1260.3,21,53,3
1260.3,25,51,3
1260.3,29,29,2
1260.3,31,23,2
1260.3,33,24,2
1260.3,35,11,1
1260.3,37,27,2
1260.3,39,27,2
1260.3,41,33,2
1260.4,0,66,4
1260.4,1,72,4
1260.4,2,64,4
1260.4,3,62,4
1260.4,4,66,4
1260.4,5,63,4
1260.4,6,64,4
1260.4,7,62,4
1260.4,8,62,4
1260.4,9,70,4
1260.4,10,72,4
1260.4,11,73,4
1260.4,12,47,3
1260.4,13,54,3
1260.4,14,50,3
1260.4,15,72,4
1260.4,16,88,5
1260.4,17,78,4
1260.4,18,87,5
1260.4,19,83,5
1260.4,20,87,5
1260.4,21,90,5
1260.4,22,93,5
1260.4,23,90,5
1260.4,24,89,5
1260.4,25,91,5
1260.4,26,90,5
1260.4,28,88,5
1260.4,30,88,5
1260.4,32,89,5
1260.4,34,64,4
1260.4,36,62,4
1260.4,38,86,5
1260.4,40,73,4
1260.6,0,41,3
1260.6,1,58,3
1260.6,2,57,3
1260.6,3,53,3
1260.6,4,58,3
1260.6,5,63,4
1260.6,6,67,4
1260.6,7,69,4
1260.6,8,69,4
1260.6,9,73,4
1260.6,10,69,4
1260.6,11,83,5
1260.6,12,49,3
1260.6,13,47,3
1260.6,14,69,4
1260.6,15,76,4
1260.6,16,79,4
1260.6,17,79,4
1260.6,18,75,4
1260.6,19,70,4
1260.6,20,78,4
1260.6,21,50,3
1260.6,23,56,3
1260.6,25,74,4
1260.6,27,55,3
1260.7,0,58,3
1260.7,1,58,3
1260.7,2,53,3
1260.7,3,56,3
1260.7,4,57,3
1260.7,5,63,4
1260.7,6,65,4
1260.7,7,66,4
1260.7,8,70,4
1260.7,9,55,3
1260.7,10,47,3
1260.7,11,43,3
1260.7,12,53,3
1260.7,13,51,3
1260.7,14,47,3
1260.7,15,47,3
1260.7,16,50,3
1260.7,17,49,3
1260.7,18,68,4
1260.7,19,70,4
1260.7,21,80,4
1260.7,23,76,4
1260.7,25,79,4
1260.7,27,72,4
1260.7,29,48,3
1260.7,31,45,3
1260.7,33,11,1
1260.35,0,30,2
1260.35,1,32,2
1260.35,2,45,3
1260.35,3,45,3
1260.35,4,44,3
1260.35,5,61,4
1260.35,7,70,4
1260.35,9,76,4
1260.35,11,84,5
1260.35,13,92,5
1260.35,15,89,5
1260.35,17,90,5
1260.35,19,89,5
1260.178,0,44,3
1260.178,1,57,3
1260.178,2,55,3
1260.178,3,60,4
1260.178,4,60,3
1260.178,5,57,3
1260.178,6,54,3
1260.178,7,59,3
1260.178,8,66,4
1260.178,9,65,4
1260.178,10,65,4
1260.178,11,67,4
1260.178,12,64,4
1260.178,13,60,3
1260.178,14,46,3
1260.178,16,56,3
1260.178,18,71,4
1260.178,20,66,4
1261.1,0,75,4
1261.1,1,75,4
1261.1,2,81,5
1261.1,3,79,4
1261.1,4,84,5
1261.1,5,86,5
1261.1,6,96,5
1261.1,7,85,5
1261.1,8,87,5
1261.1,9,94,5
1261.1,10,94,5
1261.1,11,94,5
1261.1,12,92,5
1261.1,13,90,5
1261.1,14,83,5
1261.1,15,93,5
1261.1,16,76,4
1261.1,17,78,4
1261.1,18,80,4
1261.1,19,81,5
1261.1,20,86,5
1261.1,21,75,4
1261.1,22,75,4
1261.1,23,81,5
1261.1,24,83,5
1261.1,25,81,5
1261.1,26,94,5
1261.1,27,86,5
1261.1,28,84,5
1261.1,29,95,5
1261.1,30,81,5
1261.1,31,96,5
1261.1,32,80,4
1261.1,33,90,5
1261.1,34,95,5
1261.1,35,98,5
1261.1,37,73,4
1261.1,39,72,4
1261.1,41,51,3
1261.1,43,56,3
1261.1,47,88,5
1261.3,0,1,1
1261.3,1,9,1
1261.3,2,14,1
1261.3,3,6,1
1261.3,4,4,1
1261.3,8,45,3
1261.3,9,41,3
1261.3,10,5,1
1261.3,11,7,1
1261.3,12,7,1
1261.3,13,6,1
1261.3,15,8,1
1261.3,17,8,1
1261.3,19,10,1
1261.3,21,18,1
1261.3,23,9,1
1261.3,25,9,1
1261.3,27,8,1
1262.1,0,54,3
1262.1,1,48,3
1262.1,2,47,3
1262.1,3,50,3
1262.1,4,41,3
1262.1,5,44,3
1262.1,6,44,3
1262.1,7,47,3
1262.1,8,45,3
1262.1,9,41,3
1262.1,10,35,2
1262.1,11,37,2
1262.1,12,46,3
1262.1,13,41,3
1262.1,14,39,2
1263.1,0,46,3
1263.1,1,35,2
1263.1,2,34,2
1263.1,3,39,2
1263.1,4,40,2
1263.1,5,40,2
1263.1,6,38,2
1263.1,7,44,3
1263.1,8,46,3
1263.1,9,42,3
1263.1,10,45,3
1263.1,26,21,2
1263.1,27,25,2
1263.1,28,22,2
1263.1,29,2,1
1263.2,0,33,2
1263.2,1,41,3
1263.2,2,33,2
1263.2,3,22,2
1263.2,4,58,3
1263.2,5,22,2
1263.2,6,23,2
1263.2,7,44,3
1263.2,8,48,3
1263.2,10,58,3
1263.2,12,37,2
1263.2,14,58,3
1263.2,16,52,3
1263.2,18,68,4
1263.2,20,55,3
1263.2,22,60,3
1265.1,0,22,2
1265.1,1,12,1
1265.1,2,8,1
1265.1,3,35,2
1265.1,4,22,2
1265.1,5,42,3
1265.1,6,32,2
1265.1,7,3,1
1265.1,8,33,2
1265.1,9,25,2
1265.1,10,18,1
1265.1,11,16,1
1265.1,12,27,2
1265.1,13,24,2
1265.1,14,30,2
1265.1,15,21,2
1265.1,16,25,2
1265.1,17,18,1
1265.1,18,13,1
1265.1,19,18,1
1265.1,20,18,1
1265.1,21,16,1
1265.1,22,18,1
1265.1,23,17,1
1265.1,24,11,1
1265.1,25,11,1
1265.1,26,12,1
1265.1,27,6,1
1265.1,28,1,1
1265.1,29,1,1
1265.1,31,3,1
1265.1,32,1,1
1265.1,33,11,1
1266.173,0,76,4
1266.173,1,71,4
1266.173,2,63,4
1266.173,3,64,4
1266.173,4,77,4
1266.173,5,48,3
1266.173,6,50,3
1266.173,7,60,3
1266.173,8,54,3
1266.173,9,40,3
1266.173,10,61,4
1266.173,11,61,4
1266.173,12,45,3
1266.173,13,41,3
1266.173,14,20,1
1266.173,15,17,1
1266.173,16,38,2
1266.173,17,48,3
1266.173,19,38,2
1266.173,21,47,3
1266.173,23,65,4
1266.173,25,59,3
1266.173,27,61,4
1266.173,29,73,4
1266.173,31,74,4
1267.1,0,95,5
1267.1,1,100,5
1267.1,2,100,5
1267.1,3,99,5
1267.1,4,25,2
1267.1,5,46,3
1267.1,6,42,3
1267.1,7,47,3
1267.1,8,5,1
1267.1,9,14,1
1267.1,10,14,1
1267.1,11,17,1
1267.1,12,18,1
1267.1,13,17,1
1267.1,14,16,1
1267.1,15,17,1
1267.1,16,28,2
1267.1,17,18,1
1267.1,18,17,1
1267.1,19,16,1
1267.1,20,15,1
1267.1,21,15,1
1267.1,22,15,1
1267.1,23,16,1
1267.21,0,20,1
1267.21,1,40,2
1267.21,2,41,3
1267.21,3,32,2
1267.21,4,21,2
1267.21,5,29,2
1267.21,6,58,3
1267.21,7,51,3
1267.21,8,57,3
1267.21,9,65,4
1267.21,10,58,3
1267.21,11,53,3
1267.21,12,30,2
1267.21,13,47,3
1267.21,14,62,4
1267.21,15,65,4
1267.21,16,67,4
1267.21,17,62,4
1267.21,18,70,4
1267.21,19,69,4
1267.21,20,74,4
1267.21,21,76,4
1267.21,22,58,3
1267.21,23,63,4
1267.21,24,65,4
1267.21,25,66,4
1267.21,26,43,3
1267.21,27,45,3
1267.21,28,39,2
1267.21,29,43,3
1267.21,30,37,2
1267.21,31,39,2
1267.21,32,37,2
1267.21,34,41,3
1267.21,36,38,2
1267.21,38,11,1
1267.21,40,12,1
1267.21,42,25,2
1267.21,44,27,2
1267.21,46,19,1
1267.31,0,53,3
1267.31,1,46,3
1267.31,2,74,4
1267.31,3,43,3
1267.31,4,41,3
1267.31,5,15,1
1267.31,7,91,5
1267.31,9,77,4
1267.31,11,56,3
1267.31,13,51,3
1267.31,15,99,5
1267.31,17,99,5
1267.31,19,100,5
1268.1,0,45,3
1268.1,1,46,3
1268.1,2,47,3
1268.1,3,48,3
1268.1,4,64,4
1268.1,5,48,3
1268.1,6,52,3
1268.1,7,57,3
1268.1,8,52,3
1268.1,9,52,3
1268.1,10,56,3
1268.1,11,53,3
1268.1,12,44,3
1268.1,13,51,3
1268.1,14,62,4
1268.1,15,63,4
1268.1,16,65,4
1268.1,17,56,3
1268.1,18,50,3
1268.1,19,35,2
1268.1,20,38,2
1268.1,21,38,2
1268.1,22,40,2
1268.1,23,39,2
1268.1,24,41,3
1268.1,25,40,2
1268.1,26,45,3
1268.1,27,49,3
1268.1,28,43,3
1268.1,29,46,3
1268.1,30,36,2
1268.1,31,41,3
1268.1,32,48,3
1268.1,33,33,2
1268.1,34,31,2
1268.1,35,33,2
1268.1,37,32,2
1268.1,39,33,2
1268.1,41,17,1
1268.1,43,29,2
1269.3,0,69,4
1269.3,1,70,4
1269.3,2,72,4
1269.3,3,62,4
1269.3,4,71,4
1269.3,5,68,4
1269.3,6,71,4
1269.3,7,67,4
1269.3,8,33,2
1269.3,9,36,2
1269.3,10,53,3
1269.3,11,58,3
1269.3,12,29,2
1269.3,13,26,2
1269.3,14,21,2
1269.3,15,65,4
1269.3,16,20,2
1269.3,17,43,3
1269.3,18,39,2
1269.3,19,34,2
1269.3,22,21,2
1269.3,23,19,1
1269.3,27,32,2
1269.3,29,8,1
1269.3,31,21,2
1269.3,33,30,2
1269.3,35,35,2
1269.3,37,29,2
1269.173,0,48,3
1269.173,1,72,4
1269.173,2,76,4
1269.173,3,62,4
1269.173,4,76,4
1269.173,5,96,5
1269.173,6,100,5
1269.173,7,99,5
1269.173,8,96,5
1269.173,9,98,5
1269.173,10,52,3
1269.174,0,51,3
1269.174,1,63,4
1269.174,2,78,4
1269.174,3,59,3
1269.174,4,54,3
1269.174,5,53,3
1269.174,6,55,3
1269.174,7,62,4
1269.174,8,72,4
1269.174,9,53,3
1269.174,11,77,4
1269.174,13,80,4
1269.174,15,82,5
1270.1,0,60,3
1270.1,1,39,2
1270.1,2,37,2
1270.1,3,43,3
1270.1,4,54,3
1270.1,5,49,3
1270.1,6,39,2
1270.1,7,58,3
1270.1,8,57,3
1270.1,9,57,3
1270.1,10,56,3
1270.1,11,63,4
1270.1,12,60,3
1270.1,13,67,4
1270.1,14,72,4
1270.1,15,73,4
1270.1,16,85,5
1270.1,17,79,4
1270.1,18,76,4
1270.1,19,80,5
1270.1,20,88,5
1270.1,21,86,5
1270.1,22,79,4
1270.1,23,80,5
1270.1,24,75,4
1270.1,25,75,4
1270.1,26,74,4
1270.1,27,79,4
1270.1,28,76,4
1270.1,29,80,5
1270.1,30,78,4
1270.1,31,80,4
1270.1,32,79,4
1270.1,34,79,4
1270.1,36,77,4
1270.1,38,77,4
1270.1,40,37,2
1270.1,42,40,3
1270.1,44,59,3
1270.1,46,46,3
1270.174,0,29,2
1270.174,1,30,2
1270.174,2,44,3
1270.174,3,84,5
1270.174,4,87,5
1270.174,5,68,4
1270.174,6,92,5
1270.174,7,84,5
1270.174,8,53,3
1270.174,9,61,4
1270.174,10,79,4
1270.174,11,68,4
1270.174,12,80,5
1270.174,13,68,4
1270.174,14,61,4
1270.174,15,58,3
1270.174,16,56,3
1270.174,17,67,4
1270.174,18,80,5
1270.174,19,72,4
1270.174,20,69,4
1270.174,22,82,5
1270.174,24,82,5
1270.174,26,68,4
1270.174,28,69,4
1270.174,30,80,4
1270.174,32,32,2
1270.174,34,48,3
1271.3,0,44,3
1271.3,1,78,4
1271.3,2,69,4
1271.3,3,88,5
1271.3,4,54,3
1271.3,5,61,4
1271.3,6,84,5
1271.3,7,86,5
1271.3,8,81,5
1271.3,9,85,5
1271.3,10,85,5
1271.3,11,81,5
1271.3,12,79,4
1271.3,13,80,5
1271.3,14,86,5
1271.3,15,84,5
1271.3,16,84,5
1271.3,17,86,5
1271.3,18,82,5
1271.3,19,83,5
1271.3,20,84,5
1271.3,21,84,5
1271.3,22,86,5
1271.3,23,84,5
1271.3,24,84,5
1271.3,25,83,5
1271.3,26,84,5
1271.3,27,80,5
1271.3,28,83,5
1271.3,29,81,5
1271.3,31,81,5
1271.3,33,82,5
1271.3,35,79,4
1271.3,37,68,4
1271.3,39,67,4
1271.3,41,70,4
1271.3,43,70,4
1274.1,0,73,4
1274.1,1,75,4
1274.1,2,87,5
1274.1,3,95,5
1274.1,4,93,5
1274.1,5,92,5
1274.1,6,86,5
1274.1,7,87,5
1274.1,8,91,5
1274.1,9,100,5
1274.1,10,56,3
1274.1,11,63,4
1274.1,12,86,5
1274.170,0,47,3
1274.170,1,68,4
1274.170,2,59,3
1274.170,3,56,3
1274.170,4,49,3
1274.170,5,76,4
1274.170,6,79,4
1274.170,7,46,3
1274.170,8,55,3
1274.170,9,74,4
1274.170,10,79,4
1274.170,11,84,5
1274.170,12,78,4
1274.170,13,84,5
1274.170,14,52,3
1274.170,15,73,4
1274.170,16,72,4
1274.170,17,62,4
1274.170,18,59,3
1274.170,19,70,4
1274.170,20,72,4
1274.170,21,78,4
1274.170,22,74,4
1275.1,0,95,5
1275.1,1,96,5
1275.1,2,90,5
1275.1,3,87,5
1275.1,4,84,5
1275.1,5,81,5
1275.1,6,85,5
1275.1,7,92,5
1275.1,8,69,4
1275.1,9,75,4
1275.1,10,80,5
1275.1,11,60,4
1275.1,12,77,4
1275.1,13,91,5
1275.1,14,86,5
1275.1,15,78,4
1275.1,16,74,4
1275.1,17,77,4
1275.1,18,78,4
1275.1,19,79,4
1275.1,20,78,4
1275.1,21,78,4
1275.1,22,59,3
1275.1,23,38,2
1275.1,24,47,3
1275.1,25,40,3
1275.1,26,33,2
1275.1,27,35,2
1275.1,28,36,2
1275.1,29,36,2
1275.1,30,45,3
1275.1,31,37,2
1275.1,32,41,3
1275.1,33,81,5
1275.1,34,38,2
1275.1,35,27,2
1275.1,37,39,2
1275.1,39,33,2
1275.1,41,32,2
1275.1,43,28,2
1275.1,45,36,2
1275.1,47,50,3
1275.3,0,37,2
1275.3,1,38,2
1275.3,2,42,3
1275.3,3,43,3
1275.3,4,36,2
1275.3,5,52,3
1275.3,7,63,4
1275.3,8,31,2
1275.3,9,49,3
1275.3,10,53,3
1275.4,0,27,2
1275.4,1,45,3
1275.4,2,39,2
1275.4,3,38,2
1275.4,4,58,3
1275.4,5,78,4
1275.4,6,51,3
1275.4,7,61,4
1275.4,8,94,5
1275.4,9,67,4
1275.4,10,68,4
1275.4,11,70,4
1275.4,12,67,4
1275.4,13,62,4
1275.4,14,65,4
1275.4,15,83,5
1275.4,16,69,4
1275.4,17,68,4
1275.4,18,41,3
1275.4,19,21,2
1275.4,20,34,2
1275.4,21,44,3
1275.4,23,43,3
1275.4,25,53,3
1275.4,27,51,3
1275.4,29,56,3
1275.4,31,53,3
1275.5,0,28,2
1275.5,1,15,1
1275.5,2,41,3
1275.5,3,15,1
1275.5,4,15,1
1275.5,5,9,1
1275.5,6,84,5
1275.5,7,86,5
1275.5,8,94,5
1275.5,9,92,5
1275.5,10,95,5
1275.5,11,85,5
1275.5,12,73,4
1275.5,13,74,4
1275.5,14,92,5
1275.5,15,78,4
1275.5,16,75,4
1275.5,17,83,5
1275.5,18,88,5
1275.5,19,95,5
1275.5,20,97,5
1275.5,22,97,5
1275.5,24,97,5
1275.5,26,91,5
1275.5,28,90,5
1275.5,30,89,5
1275.6,0,15,1
1275.6,2,81,5
1275.6,3,82,5
1275.6,4,85,5
1275.6,5,83,5
1275.6,6,74,4
1275.6,7,79,4
1275.6,8,76,4
1275.6,9,84,5
1275.6,10,82,5
1275.6,11,87,5
1275.6,12,93,5
1275.6,13,87,5
1275.6,14,82,5
1275.6,15,84,5
1275.6,16,85,5
1275.6,17,85,5
1275.6,18,83,5
1275.6,19,85,5
1275.6,20,90,5
1275.6,21,55,3
1275.6,23,93,5
1275.6,25,91,5
1275.6,27,95,5
1275.6,29,98,5
1275.6,31,98,5
1275.6,33,97,5
1275.6,35,98,5
1281.4,0,94,5
1281.4,1,98,5
1281.4,2,97,5
1281.4,3,94,5
1281.4,4,93,5
1281.4,5,87,5
1281.4,6,84,5
1281.4,7,84,5
1281.4,8,76,4
1281.4,9,60,4
1281.4,10,88,5
1281.4,11,82,5
1281.4,12,99,5
1281.4,13,39,2
1281.4,14,80,5
1281.4,15,63,4
1281.4,16,71,4
1281.4,17,66,4
1281.4,18,89,5
1281.4,19,82,5
1281.4,20,60,4
1281.4,21,72,4
1281.4,22,88,5
1281.4,23,88,5
1281.4,24,92,5
1281.4,25,90,5
1281.4,26,78,4
1281.4,27,54,3
1281.4,28,50,3
1281.4,29,55,3
1281.4,31,59,3
1281.4,33,78,4
1281.4,35,60,4
1281.4,37,99,5
1281.4,39,91,5
1281.4,41,82,5
1281.4,43,90,5
1281.5,0,64,4
1281.5,1,83,5
1281.5,2,79,4
1281.5,3,61,4
1281.5,4,75,4
1281.5,5,89,5
1281.5,6,97,5
1281.5,7,96,5
1281.5,8,63,4
1281.5,9,83,5
1281.5,10,66,4
1281.5,11,75,4
1281.5,12,81,5
1281.5,13,94,5
1281.5,14,41,3
1281.5,15,95,5
1281.5,16,93,5
1281.5,17,94,5
1281.5,18,67,4
1281.5,20,69,4
1281.5,22,74,4
1281.5,24,77,4
1281.5,26,64,4
1281.5,28,73,4
1281.5,30,74,4
1281.5,32,76,4
1281.5,34,99,5
1281.5,36,99,5
1281.5,38,76,4
1281.174,0,91,5
1281.174,1,93,5
1281.174,2,62,4
1281.174,3,48,3
1281.174,4,67,4
1281.174,5,65,4
1281.174,6,55,3
1281.174,7,78,4
1281.174,8,71,4
1281.174,9,80,5
1281.174,10,74,4
1281.174,11,71,4
1281.174,12,83,5
1281.174,13,73,4
1282.1,0,81,5
1282.1,1,82,5
1282.1,2,71,4
1282.1,3,72,4
1282.1,4,87,5
1282.1,5,88,5
1282.1,6,83,5
1282.1,7,79,4
1282.1,8,67,4
1282.1,9,55,3
1282.1,10,57,3
1282.1,11,61,4
1282.1,12,74,4
1282.1,13,68,4
1282.1,14,73,4
1282.1,15,75,4
1282.1,16,69,4
1282.1,17,77,4
1282.1,18,70,4
1282.1,19,25,2
1282.1,20,47,3
1282.1,21,50,3
1282.1,22,43,3
1282.1,23,54,3
1282.1,24,51,3
1282.1,25,51,3
1282.1,26,61,4
1282.1,27,31,2
1282.1,28,42,3
1282.1,29,47,3
